ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,판매품목,품목별 가격,장서는 날,개장일,영업시간,쉬는날,매장안내,주차시설,문화센터 바로가기,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,화장실,상세정보
2903062,크록스 제주칠성,63277,,,제주특별자치도 제주시 칠성로길 24 ,33.5142759939,126.5253782074,-,064-721-2163,,신발,,월~일요일,,10:00-22:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2752778,모이소,63131,,,"제주특별자치도 제주시 신광로8길 14 (연동,송네하우스)",33.4871256355,126.4885348036,제주공항에서 5분 거리에 있는 제주 모이소는 다양한 분야의 예술 작가들의 톡톡 튀는 아이디어와 제주스러움이 묻어있는 다양한 핸드메이드 소품들이 모여 있는 기념품 편집숍이다. ‘머이서’ 는 ‘뭐있어’의 제주 방언으로 제주 모이소는  “제주도에 특별한 거 뭐가 있을까?”에서 시작됐다. 제주의 특별한 추억과 감성을 느끼는 동시에 호기심 불러일으키는 특별하고 독특한 제품들을 소개하고자 만들어졌다. 제주 정신과 혼이 있는 작가들이 커갈 수 있는 환경을 위해 공방 공간 대여  프로젝트 서포트 및 수공예 작가들과 함께하는 전시  체험  플리마켓 진행 등 협업 프로그램을 운영하고 있다.,0507-1448-0005,,"도자기, 캔들, 방향제, 디퓨져, 패브릭소품, 문구류, 디자인소품 등",,,,10:00~20:00,연중무휴,"1~2층 소품샵 및 카페 / 3~4층 작가들의 공방, 숙소로 이루어진 복합문화공간",불가,,없음,,가능,각층별로 남/녀 화장실 있음,"입점브랜드:할방이  카키무드  강생이몽  엔게디  소미경한복 등 		

"
2755023,모슬포중앙시장,63510,,,제주특별자치도 서귀포시 대정읍 영서중로13번길 9-8 ,33.2220012575,126.2545860621,모슬포 중앙시장은 서귀포시 대정읍에 위치해 있으며 최근 TV 프로그램 ‘바퀴 달린 집’ 제주 편에서 출연진이 방문한 곳으로 유명하다. 규모가 크지 않아 작은 시골 시장 모습 그대로이다. 주로 동네 주민들이 많이 이용하고 지역 경제 활성화를 위해 깔끔하게 정비되어 이용하기 편리하다. 바닷가 동네에 위치한 만큼 신선한 수산물과 각종 생활용품을 판매하는 상점들이 골고루 분포되어 있으며  녹두빈대떡은 물론 성게 김밥을 판매하는 식당도 인기다. 하모리 오거리를 지나 모슬포항과 인접해 있어 해안 가 산책도 추천한다.,064-794-2586,,"수산물, 과일, 생활용품",,,상설 시장,점포별 상이함,,,주차가능,,없음,가능,가능,가능 (남녀구분),
2785877,팰롱팰롱빛나는,63047,,,제주특별자치도 제주시 애월읍 애월해안로 474 ,33.4776578999,126.355007741,제주 애월읍에 있는 소품샵 ‘팰롱팰롱빛나는’은 사랑스러운 분홍색 외관부터 눈길을 사로잡는다. 팰롱팰롱은 ‘반짝반짝’의 제주말이다. 이곳에서는 제주 여행을 특별하게 기억할 수 있는 다양한 종류의 기념품과 소품을 판매한다. 특히 직접 만든 비누가 대표 상품인데 한라산과 돌하르방  한라봉처럼 제주 하면 떠오르는 풍경이나 특산품을 모양 그대로 만들어 색다른 기념품이 된다. 그뿐만 아니라 ‘월정 밤바다’  ‘그해 여름 함덕’처럼 이곳만의 감성을 가득 담은 디자인도 인상적이다. 또 수제비누는 직접 향을 맡아보거나 테스터를 사용해 볼 수 있어 고르는데 부담감이 없다.,0507-1398-1413,,수제비누 등,,,,10:00~18:00,휴무 시 인스타그램 공지,,가능,,없음,,없음,,
2788197,유키효잡화점,63170,,,제주특별자치도 제주시 남성로 160 (삼도이동) ,33.5092487261,126.5224563532,아름다운 해변과 다채로운 볼거리를 자랑하는 제주 월정리에 자리한 수제 모자 전문점이다. 아버지의 기술을 물려받은 딸이 2대째 모자를 만들고 있다. 다양한 패턴과 소재  색감을 감각적인 디자인으로 녹여내 누구나 자신의 취향에 꼭 맞는 모자를 만날 수 있다. 원하는 디자인이나 소재  사이즈가 있다면 맞춤 제작도 가능하다. 모자 외에도 반다나와 헤어밴드  앞치마  의류 등의 제품들도 직접 만들어 판매한다. 동백꽃이나 유채꽃처럼 제주의 감성을 그대로 녹여낸 제품들도 있어서 기념품으로 구입하기에도 좋다. 매장 규모는 크지 않지만 오픈형 구조에 자유롭게 모자를 써볼 수 있어 부담 없이 들르기 좋다.,010-4446-8840,,"모자, 헤어밴드 등",,,,10:00 ~ 19:00,연중무휴,,가능<br>요금 (무료),,없음,,없음,,
2903378,뉴에라_신제주점,63131,,,제주특별자치도 제주시 신광로 68 ,33.4862368639,126.4897458297,-,010-9488-5566,,"기타 패션 및 의류,악세서리",,월~일요일,,10:30-23:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2903432,그라벨호텔_제주점,63069,,,제주특별자치도 제주시 일주서로 7316 1층(외도일동) ,33.4924157657,126.4286648899,-,064-740-8000,,기타 소매,,월~일요일,,00:00-24:00,,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2903640,헤지스골프 신제주,63133,,,제주특별자치도 제주시 노연로 112 ,33.4857258469,126.4921039691,-,064-749-1811,,스포츠 용품 및 의류,,월~일요일,,12:00-21:30,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2789355,바람,63358,,,제주특별자치도 제주시 구좌읍 월정1길 46-9 ,33.555195199,126.7927818175,제주 월정리에 자리한 소품 숍 겸 카페다. 마치 휴양지의 소품가게를 떠올리게 할 만큼 이국적인 분위기로 꾸며진 이곳은 브런치와 가벼운 음료를 마실 수 있는 카페도 겸하고 있다. 연두색 지붕과 감각적으로 꾸며진 앞마당이 눈길을 사로잡는 바람은 주택을 리모델링해 신발을 벗고 들어서는 구조이다. 가게 내부에는 화려한 색감의 옷이나 독특한 디자인의 모자  개성 넘치는 소품들로 가득 채워져 있다. 곳곳에 초록색 식물들을 배치해 싱그러운 활기가 넘친다.,010-2062-1456,,"제주기념품, 잡화",,,,10:00~18:00,"매주 월요일, 화요일",,가능,,없음,,없음,,
2791430,불란지야시장,63546,,,제주특별자치도 서귀포시 중문상로17번길 4 (중문동),33.2503230129,126.4240235083,불란지 야시장은 중문 오일장 초입에 자리하고 있는 곳이다. 불란지는 반딧불이의 제주 사투리로  중문에 어둠이 깔릴 때 불이 켜진다. 싱싱한 활어회부터 파전  토스트  두루치기에 고기 국수까지  가격과 입맛에 따라 음식을 골라 먹을 수 있는 재미가 있는 곳이다. 야시장에는 8개 정도의 식당이 모여 있는데  실내보다는 야외 공간이 특히 인기 있다. 마음에 드는 야외 테이블에 자리 잡고 먹고 싶은 음식들을 각 식당에 주문한 뒤 먹으면 된다.,064-740-6000,,"활어회, 토스트, 파전, 두루치기 등",,,매일 운영,18:00 ~ 02:00,연중무휴 (점포별 상이),,주차가능,,없음,,가능,,"입점브랜드:식당. 야시장		

"
2819519,소길별하,63037,,,제주특별자치도 제주시 소길남길 34-37 ,33.4305189809,126.374423779,"JTBC <효리네 민박>을 통해 공개된 이상순·이효리 부부의 신혼집이 아직 잘 알려지지 않은 지역 브랜드와 친환경 제품 등 다양한 상품을 판매하는 제주 로컬 브랜드 스토어 '소길별하'로 탈바꿈하였다. 방송에서 소개되었던 벽난로  식탁 등의 공간이 곳곳에 그대로 존재하고 있으며 거실  침실  주방  샤워실 등의 공간은 상품 전시 공간으로 꾸며졌다.
친환경 생활용품부터 핸드메이드 가방  그릇  디퓨저까지 종류도 다양하다. 소길별하는 매시간 정해진 인원만 입장 가능한 예약제로 운영되고 있다. 이용 시간이 한 시간으로 정해져 있으므로 작품 관람  구매  커피타임에 사용할 시간을 미리 잘 분배해야 한다.",0507-1430-4838,,,,,,12:00~17:00,매주 수요일,,가능 (무료),,,,,,
2852532,선물가게 바나나,63534,,,제주특별자치도 서귀포시 일주서로 875 ,33.2580637163,126.4171378214,선물가게 바나나는 제주 중문관광단지 입구 삼거리에 위치하고 있다. 제주 감성 소품 샵으로 제주와 관련된 당근 모자  기념 티셔츠와 같은 패션 소품  메모지  포스트잇 등의 지류  문구용품  머그잔  비누  향초  마그네틱 등 다양한 기념품을 판매하고 있다. 매장 한편에는 카페도 운영되고 있으며 보틀 와인 및 제주에서 생산하는 가공식품류도 함께 판매하고 있다. 주변 여행지로 베릿내오름  중문색달해수욕장 등이 있다.,0507-1337-2540,,인형 / 키링 / 모자 / 잡화 / 기념품 등,,,,10:30~21:30,연중무휴,,가능 (제1주차장 40여 대 / 제2주차장 30여 대)<br>요금 무료,,,,,,
2904020,PXG 제주연동,63138,,,"제주특별자치도 제주시 연북로 78, 1층(연동, 성남빌딩) ",33.4815707123,126.4896376117,-,064-747-0107,,"남성의류,악세서리,여성의류",,월~일요일,,10:00-21:00,명절,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2904947,신한온누리약국,63129,,,"제주특별자치도 제주시 도령로 74(연동,1층) ",33.4897891943,126.4863238246,-,064-744-1783,,기타 소매,,월~토요일,,08:30-20:30,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2905231,PXG제주,63138,,,"제주특별자치도 제주시 연북로 78, 1층(연동, 성남빌딩) ",33.4815707123,126.4896376117,-,064-747-0107,,스포츠 용품 및 의류,,월~일요일,,10:00-20:30,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2905428,에스마켓 제주연동,63124,,,제주특별자치도 제주시 신광로 39(연동) ,33.4886116107,126.4903318363,-,064-712-7670,,"스포츠 용품 및 의류,신발",,월~일요일,,10:00-21:30,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2870862,신양상회,63001,,,제주특별자치도 제주시 추자로 563 ,33.9452527308,126.326855112,신양상회는 제주 하추자도 신양항 앞에 있다. 현재까지 4대째 운영하고 있는 100년 넘은 구멍가게로 추자도 명소이기도 하다. 물건이 쌓여 있는 작은 가게에서 컵라면을 고르면 따뜻한 물을 부어 주는데 이것을 신양항에 가지고 나가서 먹는 것도 별미다. 제주올레 18-1코스 지나는 길에 있어 신양상회 컵라면이 여행자 사이에 알려지기 시작했고  최근 노란색으로 도색해 눈에 잘 띈다. 주변 여행지로 신양항  황경한의 묘  예초 포구  돈대산 등이 있다.,,,컵라면/과자,,,,09:00~16:00,연중무휴,,불가능,,,,,,
2905446,나이키칠성점,63277,,,제주특별자치도 제주시 칠성로길26 ,33.5142871072,126.525575412,-,064-702-2131,,"가죽 제품 및 가방,스포츠 용품 및 의류,신발",,월~일요일,,10:00-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2905447,아디다스 제주연동,63123,,,제주특별자치도 제주시 신광로 63 (연동) ,33.4865201736,126.4902207818,-,010-9488-5566,,스포츠 용품 및 의류,,월~일요일,,10:30-23:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2905452,아트박스 제주시청,63207,,,제주특별자치도 제주시 중앙로 232(이도이동) ,33.4989166576,126.5300253744,-,064-756-0789,,기타 소매,,월~일요일,,11:00-22:30,,환급서비스 제공방식 : 즉시+사후,불가능,,,,가능,,
2905453,나이키서귀포점,63595,,,제주특별자치도 서귀포시 이중섭로 3 1층 ,33.2478032878,126.5644225043,-,064-763-2131,,"남성의류,신발,여성의류",,월~일요일,,10:00-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2905595,탑텐 제주중앙,63277,,,제주특별자치도 제주시 칠성로길 19 (일도이동) ,33.5143509796,126.5249921283,-,064-721-4222,,"남성의류,여성의류",,월~일요일,,10:30-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,완비,
2906140,노스페이스 제주칠성,63277,,,제주특별자치도 제주시 관덕로11길 2 ,33.5134177579,126.5255198808,-,064-724-4112,,"가죽 제품 및 가방,스포츠 용품 및 의류,신발",,월~일요일,,10:00-21:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2906542,이니스프리 제주시청,63207,,,제주특별자치도 제주시 광양14길 3(이도이동) ,33.4982306252,126.5302198177,-,064-702-2442,,향수 및 화장품,,월~일요일,,10:00-23:30,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2907184,모이몰른 제주지하,63168,,,"제주특별자치도 제주시 중앙로 지하 60, 262호 ",33.5131899914,126.5246421845,-,064-759-8858,,아동의류,,월~일요일,,10:30-21:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,완비,
2907285,다이소 제주연동,63122,,,제주특별자치도 제주시 신대로 105 ,33.4879617867,126.496878504,-,,,"가구 및 홈데코,가든 및 DIY,기타 소매",,월~일요일,,10:00-22:00,,환급서비스 제공방식 : 사후,가능,,,,가능,,
2907528,비지트인뉴욕 제주칠성,63277,,,"제주특별자치도 제주시 관덕로11길 17(일도일동, 2층) ",33.5146842793,126.5251809922,-,064-759-1583,,여성의류,,월~일요일,,10:30-21:00,명절,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2907684,셀덴,63168,,,제주특별자치도 제주시 중앙로 60 제주중앙지하상가 249호 ,33.5128678018,126.5244505422,-,064-722-6742,,아동의류,,월~일요일,,10:00-21:00,명절,환급서비스 제공방식 : 즉시+사후,불가능,,,,가능,완비,
2906714,포스트아일랜드,63166,,,제주특별자치도 제주시 칠성로길 5 ,33.5136149269,126.5235700457,포스트 아일랜드는 제주의 대표 쇼핑상권인 칠성로에 자리하고 있다. 핸드메이드 감성 소품 샵으로 제주도 내 작가들이 만든 수공예 작품을 주로 판매한다. 뜨개 가방  손수건  티셔츠  마스크 같은 패브릭 제품과 비누  향초  모빌 등의 소품  마스킹테이프  지류 등 문구류 등 제주 기념품을 판매한다. 페트병으로 만든 기능성 패브릭으로 만든 에코백 등 친환경 제품도 있으며 이따금 원데이클래스나 협업 작가들의 플리마켓도 진행한다. 1회용 페트병 줄이기 캠페인 '지구별 약수터'로 누구나 개인 컵  텀블러를 가져오면 물을 준다.,064-758-4101,,가방 / 손수건 / 비누 / 초 / 티셔츠 / 문구류 등,,,,11:00~18:00,"매주 일요일, 공휴일",,불가,,,,,,
2907769,프리페어 칠성점,63277,,,제주특별자치도 제주시 중앙로7길 19 ,33.5150009342,126.5266558572,-,064-724-4959,,기타 패션 및 의류,,월~일요일,,11:00-21:30,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2908659,트리플,63124,,,제주특별자치도 제주시 신광로 43 1층 ,33.4882422048,126.490184635,-,070-8860-4959,,"남성의류,여성의류",,월~토요일,,10:00-22:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2908746,파리게이츠신제주점,63086,,,제주특별자치도 제주시 연북로 20 ,33.4817205976,126.4834548122,-,064-746-8289,,스포츠 용품 및 의류,,월~일요일,,10:00-21:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,완비,
2909385,라코스테라이브,63277,,,제주특별자치도 제주시 관덕로11길 12 ,33.5140787968,126.5255643063,-,064-753-2777,,"기타 패션 및 의류,남성의류,여성의류",,월~일요일,,10:00-22:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2909701,정관장 제주광양,63197,,,제주특별자치도 제주시 동광로 5 ,33.501319165,126.5297197902,-,064-753-2304,,"향수 및 화장품,기타 소매",,월~일요일,,09:30-20:30,명절,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2910167,제원마트,63131,,,제주특별자치도 제주시 신광로 52 ,33.4875033892,126.4896513648,-,064-749-0445,,"식료품,기타 소매",,월~일요일,,01:00~24:00,,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2910550,일루이 제주연동,63129,,,제주특별자치도 제주시 신광로 46 (연동) ,33.4880033381,126.4899207743,-,064-745-3211,,"보석(장신구),시계",,월~일요일,,10:00-23:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2910771,네이처컬렉션 제주연동점,63124,,,제주특별자치도 제주시 연동7길 19 ,33.488200553,126.4908290248,-,064-748-4424,,향수 및 화장품,,월~일요일,,10:00-23:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2910840,휠라 제주칠성,63277,,,"제주특별자치도 제주시 칠성로길 18, 1층 1호 ",33.51405379,126.5249671372,-,064-752-1132,,"스포츠 용품 및 의류,신발",,월~일요일,,10:00-21:30,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2910866,NBA 제주연동,63123,,,제주특별자치도 제주시 신광로 61 ,33.4866479357,126.4901152327,-,064-711-4564,,스포츠 용품 및 의류,,월~일요일,,10:30-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2911139,EW 폴더 제주,63277,,,제주특별자치도 제주시 관덕로11길 5 ,33.5137177203,126.5252143454,-,064-759-9302,,"가죽 제품 및 가방,스포츠 용품 및 의류,신발",,월~일요일,,11:00-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2911202,뉴발란스 신제주,63124,,,제주특별자치도 제주시 신광로 33(연동) ,33.4892198752,126.4902290534,-,064-711-8788,,"가죽 제품 및 가방,기타 패션 및 의류,신발",,월~일요일,,10:30-22:30,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2911464,오후 제주지하,63168,,,"제주특별자치도 제주시 중앙로 지하60 (일도일동) 265,266호",33.5131899914,126.5246421845,-,064-722-7294,,아동의류,,월~일요일,,10:00-20:30,,환급서비스 제공방식 : 사후,불가능,,,,가능,완비,
2911505,뉴독일안경원,63086,,,제주특별자치도 제주시 연북로10 ,33.4817261341,126.4822826917,-,064-742-5469,,안경,,월~일요일,,09:30~20:20,명절,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2911513,웨스트우드신제주점,63123,,,제주특별자치도 제주시 연동7길31 ,33.4870867881,126.4908707125,-,064-711-5627,,스포츠 용품 및 의류,,월~일요일,,10:00-22:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2911579,올리브영 제주동문시장,63192,,,제주특별자치도 제주시 관덕로 62-1(일도일동) ,33.5129983678,126.5259865165,-,064-757-7300,,향수 및 화장품,,월~일요일,,09:30-22:00,,환급서비스 제공방식 : 즉시+사후,불가능,,,,가능,,
2912373,네이처컬렉션 제주롯데시티,63127,,,"제주특별자치도 제주시 도령로 73, 109호(연동, 펠리체아파트) ",33.4901447049,126.4859599589,-,064-712-3639,,향수 및 화장품,,월~일요일,,10:00-22:00,명절,환급서비스 제공방식 : 즉시+사후,불가능,,,,가능,,
2912411,올리브영 제주외도,63070,,,제주특별자치도 제주시 우정로 79 ,33.4856137801,126.4311231627,-,064-747-5290,,"향수 및 화장품,기타 소매",,월~일요일,,11:00-22:30,명절,환급서비스 제공방식 : 사후,가능,,,,가능,,
2912415,탑텐 제주연동,63084,,,제주특별자치도 제주시 연북로 21 ,33.4824316322,126.4835658974,-,064-743-4353,,"남성의류,악세서리,여성의류",,월~일요일,,10:00-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,완비,
2912462,PVH CK진 제주칠성,63277,,,제주특별자치도 제주시 중앙로7길 9 ,33.5150509138,126.5257142714,-,064-727-7007,,"남성의류,여성의류",,월~일요일,,10:00-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2912486,PVH CK언더웨어 제주칠성,63277,,,제주특별자치도 제주시 칠성로길 20 ,33.5141537814,126.5251115659,-,064-722-9114,,란제리(속옷),,월~일요일,,10:30-21:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2912507,쌤소나이트 제주칠성,63192,,,"제주특별자치도 제주시 중앙로 67, 1호(이도일동) ",33.512159552,126.5247560869,-,0507-1305-4083,,기타 소매,,화~일요일,,10:00-20:30,월요일,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2912717,쉬즈미스 제주칠성,63277,,,"제주특별자치도 제주시 관덕로11길 17(일도일동, 2층) ",33.5146842793,126.5251809922,-,064-757-1583,,여성의류,,수~월요일,,10:30-21:00,명절,환급서비스 제공방식 : 즉시,가능,,,,가능,완비,
2912737,뉴발란스키즈 제주칠성,63277,,,제주특별자치도 제주시 칠성로길 20-1 ,33.5141898893,126.5252087795,-,064-753-4565,,아동의류,,월~일요일,,10:00-21:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2913366,생생약국 제주노형,63082,,,"제주특별자치도 제주시 원노형남1길 1, 1층(노형동, 더현빌딩) ",33.4840369648,126.4807411062,-,064-711-1788,,기타 소매,,월~일요일,,09:00-21:00,명절,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2913479,JDX 제주도남,63235,,,"제주특별자치도 제주시 연북로 436, 1층, 2층(도남동) ",33.479524328,126.5280343203,-,064-722-0840,,"남성의류,스포츠 용품 및 의류,여성의류",,월~일요일,,10:00-21:00,명절,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2913804,올리브영 제주하귀,63053,,,제주특별자치도 제주시 애월읍 하귀로 121 1층 (하귀로 121) ,33.484238576,126.4086584817,-,064-742-5290,,"향수 및 화장품,기타 소매",,월~일요일,,10:00-22:00,명절,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2913989,롯데하이마트 제주점,63168,,,제주특별자치도 제주시 서사로 15 ,33.5109846085,126.5201620688,-,064-723-3066,,전자제품,,월~일요일,,10:00-21:00,,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2914259,광명당안경원,63192,,,제주특별자치도 제주시 관덕로60 ,33.5129705882,126.5257226509,-,064-758-7094,,안경,,월~토요일,,09:00-20:30,3주 일요일,환급서비스 제공방식 : 즉시+사후,가능,,,,가능,완비,
2914777,글라스스토리 제주칠성,63192,,,제주특별자치도 제주시 중앙로 63(이도일동) ,33.5125817287,126.5248227386,-,064-702-1001,,안경,,월~일요일,,09:00-21:00,명절,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2914960,바인드,63277,,,제주특별자치도 제주시 관덕로11길7 ,33.5137760488,126.5253310001,-,064-721-7293,,"남성의류,악세서리,여성의류",,월~일요일,,10:30-21:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2915071,팬텀골프 신제주,63124,,,제주특별자치도 제주시 신대로12길 56 ,33.4890226809,126.4906151358,-,064-712-7218,,스포츠 용품 및 의류,,월~일요일,,11:00-22:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2916457,아트박스 제주연동,63123,,,제주특별자치도 제주시 신대로14길 51(연동) ,33.4877506049,126.4909595785,-,064-745-5900,,기타 소매,,월~일요일,,11:30-23:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2916519,아트박스 제주,63277,,,제주특별자치도 제주시 관덕로11길 1(일도일동) ,33.5135260741,126.5252115716,-,064-722-0788,,"악세서리,향수 및 화장품,기타 소매",,월~일요일,,10:30-22:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2916593,MLB키즈,63166,,,제주특별자치도 제주시 중앙로50-1 ,33.5137954785,126.5245477345,-,064-757-8280,,아동의류,,월~일요일,,10:30-21:30,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2917991,휠라키즈 제주칠성,63277,,,제주특별자치도 제주시 칠성로길 33 (일도일동) ,33.5145426465,126.5263586713,-,064-702-0006,,"스포츠 용품 및 의류,신발,기타 소매",,월~일요일,,10:30-21:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2918690,데쌍트신제주점,63131,,,제주특별자치도 제주시 신광로60 1층 ,33.4869062349,126.4897652572,-,064-711-0318,,스포츠 용품 및 의류,,월~일요일,,10:30-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2918702,지프 신제주점,63124,,,"제주특별자치도 제주시 신광로 33-1, 1층 (연동) ",33.4891087762,126.4902290559,-,064-749-4482,,스포츠 용품 및 의류,,월~일요일,,11:00-22:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2918719,스튜디오 톰보이,63131,,,제주특별자치도 제주시 신광로 50 ,33.4876589301,126.4898096807,-,064-746-6282,,여성의류,,월~일요일,,10:00-22:30,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2918724,캉골신제주점,63131,,,제주특별자치도 제주시 신광로48 ,33.4878061364,126.4898346753,-,064-713-1472,,"가죽 제품 및 가방,기타 패션 및 의류",,월~일요일,,10:00-23:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2922952,롯데하이마트 제주롯데마트점,63084,,,제주특별자치도 제주시 연북로 1 ,33.4823510557,126.4817021724,-,064-711-2030,,전자제품,,월~일요일,,10:00-21:00,"2주 금요일, 4주 토요일",환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2923102,레노마골프 제주칠성,63277,,,제주특별자치도 제주시 관덕로11길 12 ,33.5140787968,126.5255643063,-,064-724-1456,,스포츠 용품 및 의류,,월~일요일,,10:00-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,완비,
2923514,VANS 신제주,63124,,,"제주특별자치도 제주시 신광로 33-1, 1층 (연동) ",33.4891087762,126.4902290559,-,064-712-2206,,"가죽 제품 및 가방,기타 패션 및 의류,신발",,월~일요일,,11:30-23:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2923531,이니스프리 제주롯데시티,63129,,,"제주특별자치도 제주시 삼무로 2(연동,1층) ",33.4898169772,126.4868321131,-,064-749-3639,,향수 및 화장품,,월~일요일,,10:00-23:00,,환급서비스 제공방식 : 즉시+사후,불가능,,,,가능,,
2923619,ABC마트 GS제주칠성,63277,,,제주특별자치도 제주시 관덕로11길 6 (일도일동) ,33.5137427234,126.5255782014,-,064-723-5989,,"가죽 제품 및 가방,스포츠 용품 및 의류,신발",,월~일요일,,10:30-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2923731,에스마켓 제주칠성,63277,,,제주특별자치도 제주시 관덕로11길 7(일도일동) ,33.5137760488,126.5253310001,-,064-723-7585,,"신발,악세서리",,월~일요일,,10:00-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2923735,EW 스파오 신제주,63129,,,제주특별자치도 제주시 신광로 42 ,33.4884810617,126.48983466,-,064-749-9591,,"가죽 제품 및 가방,남성의류,신발,여성의류",,월~일요일,,11:00-22:20,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2923784,이마트 신제주,63082,,,제주특별자치도 제주시 1100로 3348 (노형동) ,33.4850035196,126.480441111,-,064-7981-1234,,"식료품,전자제품",,월~일요일,,10:00-23:00,격주 2회,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
2924345,나이키 제주칠성,63277,,,제주특별자치도 제주시 칠성로길 26 ,33.5142871072,126.525575412,-,064-702-2131,,"남성의류,신발,여성의류",,월~일요일,,10:00-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2924425,스케쳐스 제주연동,63131,,,제주특별자치도 제주시 신광로 68(연동) ,33.4862368639,126.4897458297,-,064-746-6526,,"스포츠 용품 및 의류,신발",,월~일요일,,10:00-23:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2924502,ABC마트 제주칠성점,63277,,,제주특별자치도 제주시 관덕로11길 6 ,33.5137427234,126.5255782014,-,064-803-3022,,"기타 패션 및 의류,스포츠 용품 및 의류,신발",,월~일요일,,10:30-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,완비,
2924636,아디다스오리지날 제주칠성,63277,,,"제주특별자치도 제주시 중앙로7길 12, 1층(일도일동) ",33.5147731705,126.525953146,-,064-726-3100,,스포츠 용품 및 의류,,월~일요일,,10:00-22:00,,환급서비스 제공방식 : 사후,불가능,,,,가능,,
2924947,빈폴 제주칠성,63277,,,제주특별자치도 제주시 관덕로11길 15 ,33.514437087,126.5253337632,-,064-753-1828,,"가죽 제품 및 가방,남성의류,스포츠 용품 및 의류,악세서리,여성의류",,월~일요일,,10:00-21:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,완비,
2925166,미주보석 제주연동,63124,,,제주특별자치도 제주시 신광로 41 ,33.4884671821,126.4903262843,-,064-747-9582,,보석(장신구),,월~일요일,,10:00-22:00,명절,환급서비스 제공방식 : 사후,불가능,,,,가능,,
