id,name,category,theme,address,address_detail,lat,lng,tags/0,tags/1,tags/2,tags/3,description,main_menu,opening_hours,closed,phone,theme_category,tags/4
KCLANPO23N000004069,제주옹기마을,관광지,일반관광지,제주특별자치도 제주시 한경면 조수리 688881,신정로 514,33.29896607,126.2193837,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000004070,종달리체험어장,관광지,일반관광지,제주특별자치도 제주시 구좌읍 종달리 485-1,해맞이해안로 2286,33.49625186,126.9100556,동부지역,일반관광지,제주,바다 전망,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000004085,러빙유촬영지,관광지,드라마/영화촬영지,제주특별자치도 서귀포시 안덕면 동광리 산90,한창로 775,33.32874856,126.3291486,제주,드라마,영화촬영지,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004129,연풍연가촬영지,관광지,드라마/영화촬영지,제주특별자치도 제주시 한림읍 동명리 287-2,정보없음,33.38842292,126.2790127,서부지역,제주,드라마,영화촬영지,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004133,올인촬영지,관광지,드라마/영화촬영지,제주특별자치도 서귀포시 표선면 가시리 644960,정보없음,33.3923182,126.7226956,남부지역,제주,드라마,영화촬영지,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004134,섭지코지올인하우스,관광지,드라마/영화촬영지,제주특별자치도 서귀포시 성산읍 고성리 57,섭지코지로 261,33.4258356,126.9314244,동부지역,제주,드라마,영화촬영지,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004136,이제수의난촬영지,관광지,드라마/영화촬영지,제주특별자치도 서귀포시 표선면 성읍리 944,정보없음,33.38570627,126.8021752,남부지역,제주,드라마,영화촬영지,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004166,수산관광농원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 성산읍 수산리 1048,서성일로 913,33.43981151,126.8774635,허브마을,제주,동부지역,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004175,한라사슴관광농원,관광지,관광농원/허브마을,제주특별자치도 제주시 조천읍 교래리 715-3,비자림로 518,33.42858917,126.6664786,허브마을,제주,관광농원,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004176,선인장자생단지,관광지,관광농원/허브마을,제주특별자치도 제주시 한림읍 월령리 368,월령안길 3월 14일,33.37776149,126.2146849,허브마을,제주,서부지역,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004181,오등감귤농장,관광지,관광농원/허브마을,제주특별자치도 제주시 오등동  623,오등14길 8월 15일,33.47397274,126.5291666,허브마을,제주,관광농원,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004187,우도전복체험어장,관광지,관광농원/허브마을,제주특별자치도 제주시 우도면 연평리 245445,정보없음,33.49838696,126.9443576,허브마을,제주,관광농원,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004192,운하관광농원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 안덕면 서광리 205389,서광남로 88,33.28118317,126.3012717,허브마을,제주,관광농원,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004208,제주농업생태원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 남원읍 하례리 1558,중산간동로 7413,33.28812228,126.608338,허브마을,남부지역,제주,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004209,선인장마을,관광지,관광농원/허브마을,제주특별자치도 서귀포시 성산읍 신산리 1725,중산간동로 Jun.37,33.39435362,126.8598368,허브마을,제주,동부지역,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004210,제주허브동산,관광지,관광농원/허브마을,제주특별자치도 서귀포시 표선면 표선리 2608,돈오름로 170,33.33033536,126.8155983,허브마을,남부지역,제주,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004251,휴애리자연생활공원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 남원읍 신례리 2081,신례동로 256,33.30867001,126.6344005,허브마을,남부지역,제주,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004263,경천관광농원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 표선면 가시리 1637-1,정보없음,33.36594264,126.77201,허브마을,남부지역,제주,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004271,귤림체험농원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 성산읍 수산리 276,서성일로 1057,33.44404017,126.8914424,허브마을,제주,동부지역,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004272,귤향체험농원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 성산읍 수산리 279-7,정보없음,33.44432801,126.8928465,허브마을,제주,동부지역,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004282,대일관광농원,관광지,관광농원/허브마을,제주특별자치도 제주시 애월읍 광령리 1477-1,무수천길 77,33.46423282,126.443564,허브마을,제주,서부지역,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004323,삼다감귤,관광지,관광농원/허브마을,제주특별자치도 서귀포시 하효동  753,효돈순환로 296,33.25966246,126.614813,허브마을,제주,관광농원,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004325,삼정관광농원,관광지,관광농원/허브마을,제주특별자치도 제주시 구좌읍 한동리 1247,일주동로 Mar.63,33.53759684,126.8313356,허브마을,제주,동부지역,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004362,어멍아방잔치마을,관광지,관광농원/허브마을,제주특별자치도 서귀포시 성산읍 신풍리 500-1,신풍하동로 39,33.36188103,126.8406845,허브마을,제주,동부지역,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004382,서귀포수산마을,관광지,정보화마을,제주특별자치도 서귀포시 성산읍 수산리 782,서성일로 990-17,33.44087382,126.8849804,동부지역,제주,정보화마을,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000004398,와흘마을,관광지,정보화마을,제주특별자치도 제주시 조천읍 와흘리 1017,정보없음,33.49313084,126.6400628,제주,정보화마을,,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000004405,월평화훼마을,관광지,정보화마을,제주특별자치도 서귀포시 월평동  419-1,월평로 43,33.24606478,126.4611862,제주,정보화마을,,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000004406,유수암마을,관광지,정보화마을,제주특별자치도 제주시 애월읍 유수암리 1892-1,유수암평화길 14,33.4413927,126.4029597,제주,서부지역,정보화마을,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000004433,상예마을,관광지,정보화마을,제주특별자치도 서귀포시 상예동  4665,정보없음,33.26557429,126.3760706,제주,정보화마을,,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000004488,김녕해녀마을,관광지,정보화마을,제주특별자치도 제주시 구좌읍 김녕리 974,정보없음,33.54511844,126.7569887,동부지역,제주,정보화마을,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000004501,상동마을,관광지,정보화마을,제주특별자치도 제주시 영평동  2385,능산길 27,33.47575572,126.5630776,제주,정보화마을,,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000004516,감산계곡마을,관광지,정보화마을,제주특별자치도 서귀포시 안덕면 감산리 373-1,감산중로 32,33.2590056,126.3533595,제주,정보화마을,,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000004588,한남감귤마을,관광지,정보화마을,제주특별자치도 서귀포시 남원읍 한남리 707,한신로 4월 20일,33.311702,126.6948029,남부지역,제주,정보화마을,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000004593,산방산랜드,관광지,유명관광지,제주특별자치도 서귀포시 안덕면 사계리 117-2,정보없음,33.23382318,126.3117118,제주,유명관광지,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000004621,돈내코유원지돈내코야영장,관광지,야영장,제주특별자치도 서귀포시 상효동  1500,돈내코로 128,33.30094204,126.5835749,제주,야영장,,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000004701,가마해안도로,관광지,유명관광지,제주특별자치도 서귀포시 표선면 세화리 171-1,정보없음,33.30486274,126.8108962,남부지역,제주,유명관광지,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000004703,고산해안도로,관광지,유명관광지,제주특별자치도 제주시 한경면 고산리 640332,노을해안로 1032-20,33.30629136,126.1642073,제주,바다 전망,유명관광지,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000004738,하원동탐라왕자묘,관광지,왕릉/고분,제주특별자치도 서귀포시 하원동  13,정보없음,33.27775928,126.4712233,왕릉,제주,고분,,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,
KCLANPO23N000004747,제주민속관광타운,관광지,유명관광지,제주특별자치도 제주시 일도이동  837-20,신산로 82,33.50576654,126.5342559,제주,유명관광지,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000004756,하늘여행행글라이더,관광지,일반관광지,제주특별자치도 서귀포시 안덕면 서광리 775,중산간서로 1877,33.28871324,126.3220846,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005274,녹나무자생지군락,관광지,천연기념물,제주특별자치도 서귀포시 도순동  209,중산간서로 330,33.25994636,126.478471,천연기념물,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,자연경관,
KCLANPO23N000005330,천제연난대림지대,관광지,천연기념물,제주특별자치도 서귀포시 중문동  2785,중문로105번길 37,33.27225329,126.4241381,천연기념물,제주,남부지역,,정보없음,정보없음,정보없음,정보없음,정보없음,자연경관,
KCLANPO23N000005359,범섬천연보호구역,관광지,천연기념물,제주특별자치도 서귀포시 서귀동  산4,정보없음,33.2263567,126.5663826,천연기념물,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,자연경관,
KCLANPO23N000005364,한란자생지,관광지,천연기념물,제주특별자치도 서귀포시 상효동  1616,정보없음,33.29929022,126.5845915,천연기념물,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,자연경관,
KCLANPO23N000005418,마라도잠수함,관광지,일반관광지,제주특별자치도 서귀포시 안덕면 사계리 2147-32,형제해안로 13,33.22807644,126.3053907,일반관광지,제주,바다 전망,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005419,더마파크,관광지,테마공원/대형놀이공원,제주특별자치도 제주시 한림읍 월림리 2364,월림7길 155,33.354272,126.2431023,대형놀이공원,제주,서부지역,테마공원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000005420,제주아트랜드,관광지,일반관광지,제주특별자치도 제주시 구좌읍 송당리 315571,번영로 2172-80,33.42343839,126.7434082,동부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005622,관음사,관광지,일반관광지,제주특별자치도 제주시 오등동  산180-3,산록북로 588,33.42219331,126.5495077,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005628,제주올레1,관광지,일반관광지,제주특별자치도 서귀포시 성산읍 시흥리 1214-4,시흥상동로 113,33.47847921,126.8959676,동부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005629,제주올레2,관광지,일반관광지,제주특별자치도 서귀포시 성산읍 고성리 224-1,일출로 88-19,33.45185012,126.9239448,동부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005630,제주올레3,관광지,일반관광지,제주특별자치도 서귀포시 성산읍 온평리 1001-2,정보없음,33.40235453,126.9027068,동부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005631,제주올레4,관광지,일반관광지,제주특별자치도 서귀포시 표선면 표선리 14885,민속해안로 566-1,33.32522716,126.8448381,남부지역,일반관광지,제주,바다 전망,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005632,제주올레5,관광지,일반관광지,제주특별자치도 서귀포시 남원읍 남원리 128-6,정보없음,33.27753511,126.7182113,남부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005633,제주올레6,관광지,일반관광지,제주특별자치도 서귀포시 하효동  995,쇠소깍로 128,33.25225994,126.6230527,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005634,제주올레7,관광지,일반관광지,제주특별자치도 서귀포시 서홍동  784-3,남성로 56,33.24105508,126.5463899,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005635,제주올레8,관광지,일반관광지,제주특별자치도 서귀포시 월평동  671-1,말질로 471,33.23485333,126.4631506,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005636,제주올레9,관광지,일반관광지,제주특별자치도 서귀포시 안덕면 감산리 982-3,정보없음,33.237191,126.3614788,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005637,제주올레10,관광지,일반관광지,제주특별자치도 서귀포시 안덕면 화순리 823,화순중앙로 132,33.24049677,126.3348349,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005638,제주올레11,관광지,일반관광지,제주특별자치도 서귀포시 대정읍 하모리 694,최남단해안로 69,33.21429828,126.252713,일반관광지,제주,바다 전망,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000005639,제주올레12,관광지,일반관광지,제주특별자치도 서귀포시 대정읍 무릉리 595-1,정보없음,33.27352589,126.2361333,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000006211,제주라프,관광지,일반관광지,제주특별자치도 제주시 조천읍 선흘리 600-6,선교로 115-1,33.48675906,126.7069304,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000006751,종달리전망대,관광지,일반관광지,제주특별자치도 제주시 구좌읍 종달리 451-5,정보없음,33.50308776,126.9130483,동부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000007108,남원1리마을,관광지,팜스테이,제주특별자치도 서귀포시 남원읍 남원리 1539-2,남원체육관로221번길 19-16,33.28121261,126.7074177,남부지역,팜스테이,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000007109,남원2리마을,관광지,팜스테이,제주특별자치도 서귀포시 남원읍 남원리 1012-6,정보없음,33.29291042,126.7099394,남부지역,팜스테이,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000007113,가시마을,관광지,팜스테이,제주특별자치도 서귀포시 표선면 가시리 1303,가시로 612-26,33.35881086,126.7753992,남부지역,팜스테이,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000007127,온평리마을,관광지,팜스테이,제주특별자치도 서귀포시 성산읍 온평리 840-1,온평애향로23번길 6,33.40812226,126.9001949,동부지역,팜스테이,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000007737,태양을삼켜라세트장,관광지,드라마/영화촬영지,제주특별자치도 서귀포시 남원읍 위미리 산68-8,정보없음,33.32064622,126.6421255,남부지역,제주,드라마,영화촬영지,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000007738,제주파머스,관광지,관광농원/허브마을,제주특별자치도 서귀포시 서호동  144-3,정보없음,33.24693761,126.5253423,허브마을,제주,관광농원,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000007741,제주올레13,관광지,일반관광지,제주특별자치도 제주시 한경면 용수리 855247,정보없음,33.32326312,126.1672897,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000007742,제주올레14,관광지,일반관광지,제주특별자치도 제주시 한경면 저지리 1863-1,중산간서로 3675,33.33252218,126.2557382,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009816,두모연대,관광지,일반관광지,제주특별자치도 제주시 한경면 두모리 2605,정보없음,33.35751337,126.1818474,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009817,귀덕연대,관광지,일반관광지,제주특별자치도 제주시 한림읍 귀덕리 1118,귀덕14길 5월 14일,33.44203096,126.2934734,일반관광지,제주,서부지역,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009818,최영장군사당,관광지,서원/향교/서당,제주특별자치도 제주시 추자면 대서리 368,정보없음,33.96514778,126.2954202,향교,서당,제주,서원,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,
KCLANPO23N000009819,곽지패총,관광지,유명사적/유적지,제주특별자치도 제주시 애월읍 곽지리 52232,정보없음,33.44599436,126.3070748,유명사적,제주,서부지역,유적지,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,
KCLANPO23N000009820,애월연대,관광지,일반관광지,제주특별자치도 제주시 애월읍 애월리 1975,정보없음,33.46565729,126.3130605,일반관광지,제주,서부지역,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009821,납읍난대림지대,관광지,유명사적/유적지,제주특별자치도 제주시 애월읍 납읍리 1457-1,정보없음,33.43433437,126.3302605,유명사적,제주,서부지역,유적지,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,
KCLANPO23N000009822,남두연대,관광지,일반관광지,제주특별자치도 제주시 애월읍 신엄리 321415,정보없음,33.4792219,126.3584559,일반관광지,제주,서부지역,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009823,당포연대,관광지,일반관광지,제주특별자치도 서귀포시 하예동  1729,정보없음,33.23411624,126.3766079,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009824,대포연대,관광지,일반관광지,제주특별자치도 서귀포시 대포동  2519,정보없음,33.2365913,126.4318165,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009825,선사무덤,관광지,유명사적/유적지,제주특별자치도 제주시 용담이동  741,정보없음,33.50302597,126.5026643,유명사적,제주,유적지,,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,
KCLANPO23N000009826,서귀포층의패류화석,관광지,유명사적/유적지,제주특별자치도 서귀포시 서홍동  707,남성중로 43,33.23979221,126.5582441,유명사적,제주,유적지,,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,
KCLANPO23N000009827,신촌향사,관광지,서원/향교/서당,제주특별자치도 제주시 조천읍 신촌리 93504,신촌5길 27,33.53644148,126.620534,향교,서당,제주,서원,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,
KCLANPO23N000009828,함덕연대,관광지,일반관광지,제주특별자치도 제주시 조천읍 함덕리 92043,정보없음,33.5245697,126.6565029,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009829,위미동백나무군락,관광지,유명사적/유적지,제주특별자치도 서귀포시 남원읍 위미리 904-3,위미중앙로300번길 15,33.27297879,126.6748717,유명사적,남부지역,제주,유적지,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,
KCLANPO23N000009830,북촌리선사주거지유적,관광지,유명사적/유적지,제주특별자치도 제주시 조천읍 북촌리 275,정보없음,33.54748425,126.7001781,유명사적,제주,유적지,,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,
KCLANPO23N000009831,동백나무군락,관광지,유명사적/유적지,제주특별자치도 서귀포시 남원읍 신흥리 1159,정보없음,33.33044297,126.7523407,유명사적,남부지역,제주,유적지,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,
KCLANPO23N000009832,당처물동굴,관광지,일반관광지,제주특별자치도 제주시 구좌읍 월정리 1457,정보없음,33.55708868,126.7847735,동부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009833,조일훈가옥,관광지,고택/생가/민속마을,제주특별자치도 서귀포시 표선면 성읍리 872,성읍정의현로34번길 32,33.38683361,126.8017709,민속마을,고택,남부지역,제주,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,생가
KCLANPO23N000009834,고상은가옥,관광지,고택/생가/민속마을,제주특별자치도 서귀포시 표선면 성읍리 862,성읍정의현로34번길 5월 6일,33.3862785,126.8018586,민속마을,고택,남부지역,제주,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,생가
KCLANPO23N000009835,한봉일가옥,관광지,고택/생가/민속마을,제주특별자치도 서귀포시 표선면 성읍리 928,성읍정의현로34번길 10월 22일,33.38715023,126.8033025,민속마을,고택,남부지역,제주,정보없음,정보없음,정보없음,정보없음,정보없음,역사/문화유산,생가
KCLANPO23N000009836,좌가연대,관광지,일반관광지,제주특별자치도 제주시 구좌읍 한동리 1683-1,정보없음,33.54986313,126.8255775,동부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009837,천미연대,관광지,일반관광지,제주특별자치도 서귀포시 성산읍 신천리 280,정보없음,33.34399172,126.8513958,동부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009838,말등포연대,관광지,일반관광지,제주특별자치도 서귀포시 성산읍 온평리 1355-1,정보없음,33.39567497,126.8961454,동부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009839,오소포연대,관광지,일반관광지,제주특별자치도 서귀포시 성산읍 오조리 392,정보없음,33.47163157,126.9164639,동부지역,일반관광지,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009843,제주들불축제,관광지,지역축제,제주특별자치도 제주시 애월읍 봉성리 산59-8,정보없음,33.36589371,126.3572923,제주,서부지역,지역축제,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000009844,왕벚꽃축제,관광지,지역축제,제주특별자치도 제주시 용담일동  1227-3,정보없음,33.50444393,126.51454,제주,지역축제,,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000009845,제주유채꽃잔치,관광지,지역축제,제주특별자치도 서귀포시 중문동  2509,정보없음,33.24364481,126.4248738,남부지역,제주,지역축제,,정보없음,정보없음,정보없음,정보없음,정보없음,지역문화/이벤트,
KCLANPO23N000009899,정낭,관광지,유명관광지,제주특별자치도 서귀포시 표선면 성읍리 191755,번영로 2570,33.40306377,126.7807155,남부지역,제주,유명관광지,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009906,초콜릿뮤지움,관광지,일반관광지,제주특별자치도 서귀포시 대정읍 가파리 685,마라로 113,33.11415403,126.2673331,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000009913,마라도등대,관광지,일반관광지,제주특별자치도 서귀포시 대정읍 가파리 639,마라로 165,33.11665453,126.2694847,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000010016,이상한나라의앨리스,관광지,일반관광지,제주특별자치도 서귀포시 안덕면 서광리 717-3,중산간서로 1881,33.28893247,126.321797,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000010018,제주카트체험장,관광지,일반관광지,제주특별자치도 제주시 한림읍 월림리 341-2,중산간서로 3853,33.34780209,126.2559044,일반관광지,제주,서부지역,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000010020,제주올레15,관광지,일반관광지,제주특별자치도 제주시 애월읍 고내리 1156-4,정보없음,33.46726493,126.3375376,일반관광지,제주,서부지역,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000010022,제주올레16,관광지,일반관광지,제주특별자치도 제주시 한림읍 한림리 1377-45,한림해안로 81,33.41250359,126.2559551,일반관광지,제주,서부지역,바다 전망,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000010063,하효쇠소깍해수욕장,관광지,해수욕장,제주특별자치도 서귀포시 하효동  ,정보없음,33.25122227,126.6227513,해수욕장,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,바다,
KCLANPO23N000010173,아흔아홉골,관광지,폭포/계곡,제주특별자치도 제주시 노형동  산17-5,정보없음,33.41607706,126.4889775,폭포,계곡,제주,,정보없음,정보없음,정보없음,정보없음,정보없음,산,
KCLANPO23N000010205,인생은아름다워촬영지,관광지,드라마/영화촬영지,제주특별자치도 서귀포시 대정읍 상모리 170-3,정보없음,33.20577961,126.2889489,제주,드라마,영화촬영지,,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
KCLANPO23N000010206,쇠소깍관광지,관광지,일반관광지,제주특별자치도 서귀포시 하효동  990-4,정보없음,33.25206717,126.623293,일반관광지,제주,,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000010209,카멜리아힐,관광지,식물원,제주특별자치도 서귀포시 안덕면 상창리 271,병악로 166,33.29036819,126.3696757,제주,식물원,,,정보없음,정보없음,정보없음,정보없음,정보없음,자연경관,
KCLANPO23N000010246,돈내코코스,관광지,관광안내소/매표소,제주특별자치도 서귀포시 상효동  산35-5,정보없음,33.31246628,126.5740459,매표소,제주,관광안내소,,정보없음,정보없음,정보없음,정보없음,정보없음,관광안내소/매표소,
KCLANPO23N000010333,제주승마공원,관광지,일반관광지,제주특별자치도 제주시 애월읍 유수암리 1175,녹고메길 152-1,33.40560634,126.4064859,일반관광지,제주,서부지역,,정보없음,정보없음,정보없음,정보없음,정보없음,관광명소,
KCLANPO23N000010343,우도도항선매표소,관광지,관광안내소/매표소,제주특별자치도 제주시 우도면 연평리 180856,우도해안길 352,33.50957062,126.9434842,매표소,제주,관광안내소,바다 전망,정보없음,정보없음,정보없음,정보없음,정보없음,관광안내소/매표소,
KCLANPO23N000010344,우도관광버스매표소,관광지,관광안내소/매표소,제주특별자치도 제주시 우도면 연평리 176900,우도해안길 354,33.50974796,126.943469,매표소,제주,관광안내소,바다 전망,정보없음,정보없음,정보없음,정보없음,정보없음,관광안내소/매표소,
KCLANPO23N000010383,라이크농원,관광지,관광농원/허브마을,제주특별자치도 제주시 구좌읍 송당리 1396-3,송당7길 15,33.47194403,126.7878505,허브마을,제주,동부지역,관광농원,정보없음,정보없음,정보없음,정보없음,정보없음,체험/레저,
