ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,판매품목,품목별 가격,장서는 날,개장일,영업시간,쉬는날,매장안내,주차시설,문화센터 바로가기,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,화장실,상세정보
3305661,cu신제주점,63124.0,,,제주특별자치도 제주시 삼무로 62 null,33.4896393204,126.4932065627,-,064-748-0835,,"복합(편의점, 아울렛 등)",,월~일요일,,00:00~24:00,-,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
3305760,올리브영 제주서귀포점,63591.0,,,"제주특별자치도 서귀포시 중정로61번길 4 1층,2층",33.2481310088,126.5631198324,-,064-763-5290,,향수 및 화장품,,월~일요일,,10:30~22:00,-,환급서비스 제공방식 : 즉시+사후,불가능,,,,가능,,
3305786,GS25서귀오션점,63595.0,,,제주특별자치도 서귀포시 중앙로 19-1 주희네식당,33.2463006317,126.5616422228,-,064-732-0559,,"복합(편의점, 아울렛 등)",,월~일요일,,00:00~24:00,-,환급서비스 제공방식 : 사후,불가능,,,,가능,완비,
3306114,GS25연동신라점,63131.0,,,제주특별자치도 제주시 노연로 61 null,33.4862090427,126.4867960865,-,064-712-6709,,"복합(편의점, 아울렛 등)",,월~일요일,,00:00~24:00,-,환급서비스 제공방식 : 사후,불가능,,,,가능,,
3306134,올리브영 제주 타운,63209.0,,,제주특별자치도 제주시 광양11길 2 null,33.4989472208,126.5307058703,-,064-759-5290,,향수 및 화장품,,월~일요일,,10:30~21:00,-,환급서비스 제공방식 : 즉시+사후,불가능,,,,가능,,
3306257,올리브영 제주제원점,63123.0,,,제주특별자치도 제주시 신광로 57 1층 null,33.4870701135,126.4902596546,-,064-746-1777,,향수 및 화장품,,월~일요일,,10:30~22:30,-,환급서비스 제공방식 : 즉시+사후,불가능,,,,가능,완비,
3306340,cu제주협재제천점,63011.0,,,제주특별자치도 제주시 한림읍 한림로 329-8 null,33.3935903893,126.2396224399,-,064-796-2830,,"복합(편의점, 아울렛 등)",,월~일요일,,00:00~24:00,-,환급서비스 제공방식 : 사후,불가능,,,,가능,,
3306341,GS25서귀터미널점,63572.0,,,제주특별자치도 서귀포시 일주동로 9213 GS25 null,33.2487356329,126.5085106626,-,064-738-4959,,"복합(편의점, 아울렛 등)",,월~일요일,,00:00~24:00,-,환급서비스 제공방식 : 사후,불가능,,,,가능,,
3306392,올리브영 제주나인몰점,63142.0,,,"제주특별자치도 제주시 과원로 128 119,119-1,120호",33.4807236639,126.4946621941,-,064-745-5635,,향수 및 화장품,,월~일요일,,10:00~22:00,-,환급서비스 제공방식 : 즉시+사후,가능,,,,가능,완비,
3306439,cu제주연동중앙점,63123.0,,,제주특별자치도 제주시 은남4길 37 null,33.4863757698,126.4917817602,-,064-746-0027,,"복합(편의점, 아울렛 등)",,월~일요일,,00:00~24:00,-,환급서비스 제공방식 : 사후,불가능,,,,가능,,
3306640,올리브영 제주일도이동점,63254.0,,,제주특별자치도 제주시 고마로 81 (일도이동) null,33.507060371,126.5407270366,-,064-722-9543,,향수 및 화장품,,월~일요일,,10:00~22:00,-,환급서비스 제공방식 : 즉시+사후,가능,,,,가능,완비,
3306677,cu제주한림항점,63031.0,,,제주특별자치도 제주시 한림읍 한림해안로 160 null,33.4164437868,126.2632893157,-,064-796-0695,,"복합(편의점, 아울렛 등)",,월~일요일,,00:00~24:00,-,환급서비스 제공방식 : 사후,가능,,,,가능,완비,
3307039,cu제주은남점,63124.0,,,제주특별자치도 제주시 연동11길 21 (연동) 1층 null,33.4879478431,126.4933371455,-,064-747-3410,,"복합(편의점, 아울렛 등)",,월~일요일,,00:00~24:00,-,환급서비스 제공방식 : 사후,불가능,,,,가능,,
3307131,cu제주제원점,63124.0,,,제주특별자치도 제주시 신광로 45 (연동) 1층 null,33.4880394515,126.4903096284,-,064-901-9399,,"복합(편의점, 아울렛 등)",,월~일요일,,00:00~24:00,-,환급서비스 제공방식 : 사후,불가능,,,,가능,,
3307329,올리브영 서귀포광장점,63585.0,,,제주특별자치도 서귀포시 일주동로 8666 (1542-1번지) 1층 null,33.2537192694,126.5623753269,-,064-732-4260,,향수 및 화장품,,월~일요일,,11:00~22:00,-,환급서비스 제공방식 : 즉시+사후,불가능,,,,가능,,
3307452,올리브영 제주한라대점,63088.0,,,제주특별자치도 제주시 한라대학로 37 1층 (노형동 3813-10) null,33.4782958492,126.4754278099,-,064-746-1760,,향수 및 화장품,,월~일요일,,10:00~22:00,-,환급서비스 제공방식 : 즉시+사후,가능,,,,가능,완비,
3307504,올리브영 제주아라일동점,63233.0,,,제주특별자치도 제주시 연북로 527 (아라일동 6035-1) null,33.4852293821,126.5361751504,-,064-722-9320,,향수 및 화장품,,월~일요일,,10:00~22:00,-,환급서비스 제공방식 : 즉시+사후,가능,,,,가능,완비,
3307688,올리브영 제주협재점,63011.0,,,제주특별자치도 제주시 한림읍 한림로 336 올리브영,33.3934182013,126.2405695841,-,064-796-3491,,향수 및 화장품,,월~일요일,,11:00~22:00,-,환급서비스 제공방식 : 즉시+사후,가능,,,,가능,완비,
3424281,코오롱스포츠 솟솟리버스제주점,63166.0,,,제주특별자치도 제주시 탑동로 13 (삼도이동) 1~3층,33.5169923266,126.5233172132,솟솟리버스는 코오롱스포츠의 친환경 프로젝트 공간이다. 상호명은 상록수모양의 로고를 한글로 표현한 솟솟  재탄생을 의미하는 리버스를 결합하였다. 고객의 손에 닿지 못한 재고들로 만든 매력적인 업사이클링 상품을 통해 코오롱스포츠의 지속가능성에 대한 고민을 공간과 상품으로 전달하기 위한 공간이다. 매장에는 다양한 잡화와 의류  가방 등 다양한 제품이 있고 업사이클링 과정까지 자세하게 알 수 있다. 또한 다양한 전시가 열려 더욱 의미 있는 시간을 가질 수 있다.,064-723-8491,1~3층,가방 / 의류 / 잡화 등,,,,11:00~19:00,연중무휴,,가능,,,,,,":
:
"
